pathway_name,pathway_source,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites
Glycosaminoglycan metabolism,Reactome,2,C00013;C00080,40 (60),0.205,0.764
Valine Leucine Isoleucine degradation,INOH,2,C00025;C00026,40 (40),0.205,0.764
cAMP signaling pathway - Homo sapiens (human),KEGG,2,C00334;C00080,40 (40),0.205,0.764
Branched-chain amino acid catabolism,Wikipathways,2,C00026;C00080,40 (46),0.205,0.764
Monoamine Transport,Wikipathways,1,C00334,11 (14),0.208,0.764
Clomipramine Metabolism Pathway,SMPDB,1,C00080,11 (11),0.208,0.764
HIV Life Cycle,Reactome,1,C00013,11 (11),0.208,0.764
sucrose degradation,HumanCyc,1,C00080,11 (13),0.208,0.764
acetone degradation I (to methylglyoxal),HumanCyc,1,C00080,11 (11),0.208,0.764
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,Reactome,1,C00026,11 (11),0.208,0.764
Eicosanoids,Reactome,1,C00080,11 (13),0.208,0.764
Vitamins,Reactome,1,C00080,11 (13),0.208,0.764
Biosynthesis of E-series 18(S)-resolvins,Reactome,1,C00080,11 (19),0.208,0.764
tetrapyrrole biosynthesis,HumanCyc,1,C00080,11 (11),0.208,0.764
urate biosynthesis/inosine 5_-phosphate degradation,HumanCyc,1,C00080,11 (11),0.208,0.764
taurine biosynthesis,HumanCyc,1,C00080,11 (11),0.208,0.764
Sulfur relay system - Homo sapiens (human),KEGG,1,C00979,11 (11),0.208,0.764
ion channels and their functional role in vascular endothelium,BioCarta,1,C00062,11 (11),0.208,0.764
Gap junction - Homo sapiens (human),KEGG,1,C00025,11 (11),0.208,0.764
Circadian entrainment - Homo sapiens (human),KEGG,1,C00025,11 (11),0.208,0.764
superpathway of D-<i>myo</i>-inositol (1_4_5)-trisphosphate metabolism,HumanCyc,1,C00080,11 (11),0.208,0.764
Adrenergic signaling in cardiomyocytes - Homo sapiens (human),KEGG,1,C00080,11 (11),0.208,0.764
Thyroid hormone signaling pathway - Homo sapiens (human),KEGG,1,C00080,11 (11),0.208,0.764
Signaling by Hedgehog,Reactome,1,C00013,11 (11),0.208,0.764
1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian),HumanCyc,1,C00080,11 (11),0.208,0.764
purine deoxyribonucleosides salvage,HumanCyc,1,C00080,11 (11),0.208,0.764
Metabolism of serotonin,Reactome,1,C00080,11 (11),0.208,0.764
formaldehyde oxidation,HumanCyc,1,C00080,11 (11),0.208,0.764
The retinoid cycle in cones (daylight vision),Reactome,1,C00080,11 (11),0.208,0.764
Plasmalogen biosynthesis,Reactome,1,C00080,11 (12),0.208,0.764
superoxide radicals degradation,HumanCyc,1,C00080,11 (11),0.208,0.764
tetrahydrobiopterin <i>de novo</i> biosynthesis,HumanCyc,1,C00080,11 (11),0.208,0.764
Ibuprofen Metabolism Pathway,SMPDB,1,C00080,11 (11),0.208,0.764
Imipramine Metabolism Pathway,SMPDB,1,C00080,11 (11),0.208,0.764
Vitamin B1 (thiamin) metabolism,EHMN,1,C00080,11 (11),0.208,0.764
Response to elevated platelet cytosolic Ca2+,Wikipathways,1,C00013,11 (11),0.208,0.764
Effects of PIP2 hydrolysis,Wikipathways,1,C00080,11 (13),0.208,0.764
heme biosynthesis from uroporphyrinogen-III I,HumanCyc,1,C00080,11 (11),0.208,0.764
HIV Life Cycle,Wikipathways,1,C00013,11 (11),0.208,0.764
TCF dependent signaling in response to WNT,Reactome,1,C00153,11 (11),0.208,0.764
TCF dependent signaling in response to WNT,Wikipathways,1,C00153,11 (12),0.208,0.764
Valproic acid pathway,Wikipathways,1,C00334,11 (11),0.208,0.764
Wax biosynthesis,Reactome,1,C00080,11 (12),0.208,0.764
Plasmalogen biosynthesis,Wikipathways,1,C00080,11 (12),0.208,0.764
Disorders of the Krebs cycle,Wikipathways,1,C00026,11 (14),0.208,0.764
Purine catabolism,Reactome,2,C05512;C00013,41 (53),0.213,0.777
Cholesterol biosynthesis,Reactome,2,C00013;C00080,41 (46),0.213,0.777
Visual phototransduction,Wikipathways,2,C00013;C00080,41 (57),0.213,0.777
mitochondrial fatty acid beta-oxidation of saturated fatty acids,Reactome,2,C00013;C00080,42 (42),0.22,0.795
Valine_ leucine and isoleucine degradation - Homo sapiens (human),KEGG,2,C03284;C01205,42 (42),0.22,0.795
bile acid biosynthesis_ neutral pathway,HumanCyc,2,C00013;C00080,42 (44),0.22,0.795
Signaling by Receptor Tyrosine Kinases,Reactome,2,C00080;C00062,42 (44),0.22,0.795
Squalene and cholesterol biosynthesis,EHMN,2,C00013;C00080,42 (42),0.22,0.795
Cholesterol biosynthesis,Wikipathways,2,C00013;C00080,42 (47),0.22,0.795
glutaryl-CoA degradation,HumanCyc,1,C00080,12 (12),0.225,0.795
ketogenesis,HumanCyc,1,C00080,12 (12),0.225,0.795
Stimuli-sensing channels,Reactome,1,C00080,12 (13),0.225,0.795
FMO oxidises nucleophiles,Reactome,1,C00080,12 (13),0.225,0.795
adenosine ribonucleotides <i>de novo</i> biosynthesis,HumanCyc,1,C00080,12 (12),0.225,0.795
Reproduction,Reactome,1,C00080,12 (12),0.225,0.795
Methionine salvage pathway,Reactome,1,C00080,12 (19),0.225,0.795
Alpha9 beta1 integrin signaling events,PID,1,C00062,12 (13),0.225,0.795
Thromboxane A2 receptor signaling,PID,1,C00062,12 (12),0.225,0.795
Fatty acids,Reactome,1,C00080,12 (14),0.225,0.795
Miscellaneous substrates,Reactome,1,C00080,12 (15),0.225,0.795
guanosine nucleotides degradation,HumanCyc,1,C00080,12 (12),0.225,0.795
chrebp regulation by carbohydrates and camp,BioCarta,1,C00013,12 (12),0.225,0.795
Morphine addiction - Homo sapiens (human),KEGG,1,C00334,12 (12),0.225,0.795
heme degradation,HumanCyc,1,C00080,12 (12),0.225,0.795
Effects of PIP2 hydrolysis,Reactome,1,C00080,12 (13),0.225,0.795
RHO GTPases Activate NADPH Oxidases,Reactome,1,C00080,12 (12),0.225,0.795
Ca-dependent events,Reactome,1,C00013,12 (12),0.225,0.795
G alpha (z) signalling events,Reactome,1,C00013,12 (12),0.225,0.795
Synthesis of wybutosine at G37 of tRNA(Phe),Wikipathways,1,C00026,12 (14),0.225,0.795
spermine and spermidine degradation I,HumanCyc,1,C00080,12 (13),0.225,0.795
D-glucuronate degradation,HumanCyc,1,C00080,12 (12),0.225,0.795
Gastric Acid Production,SMPDB,1,C00080,12 (12),0.225,0.795
Tramadol Metabolism Pathway,SMPDB,1,C00080,12 (12),0.225,0.795
Taurine and Hypotaurine Metabolism,SMPDB,1,C05844,12 (12),0.225,0.795
Betazole Action Pathway,SMPDB,1,C00080,12 (13),0.225,0.795
Roxatidine acetate Action Pathway,SMPDB,1,C00080,12 (12),0.225,0.795
Vitamin D3 (cholecalciferol) metabolism,EHMN,1,C00080,12 (12),0.225,0.795
Electron Transport Chain (OXPHOS system in mitochondria),Wikipathways,1,C00080,12 (12),0.225,0.795
Endothelin Pathways,Wikipathways,1,C00062,12 (12),0.225,0.795
DAG and IP3 signaling,Wikipathways,1,C00013,12 (12),0.225,0.795
Cytosolic sensors of pathogen-associated DNA,Wikipathways,1,C00013,12 (14),0.225,0.795
Mitochondrial biogenesis,Wikipathways,1,C00153,12 (14),0.225,0.795
RHO GTPases Activate NADPH Oxidases,Wikipathways,1,C00080,12 (12),0.225,0.795
DNA Double Strand Break Response,Wikipathways,1,C00080,12 (14),0.225,0.795
NAD+ biosynthetic pathways,Wikipathways,1,C00153,12 (13),0.225,0.795
superpathway of cholesterol biosynthesis,HumanCyc,2,C00013;C00080,43 (62),0.228,0.798
Long chain acyl-CoA dehydrogenase deficiency (LCAD),SMPDB,2,C00013;C00080,43 (43),0.228,0.798
Trifunctional protein deficiency,SMPDB,2,C00013;C00080,43 (43),0.228,0.798
Carnitine palmitoyl transferase deficiency (II),SMPDB,2,C00013;C00080,43 (43),0.228,0.798
Very-long-chain acyl coa dehydrogenase deficiency (VLCAD),SMPDB,2,C00013;C00080,43 (43),0.228,0.798
Medium chain acyl-coa dehydrogenase deficiency (MCAD),SMPDB,2,C00013;C00080,43 (43),0.228,0.798
Short Chain Acyl CoA Dehydrogenase Deficiency (SCAD Deficiency),SMPDB,2,C00013;C00080,43 (43),0.228,0.798
Fatty acid Metabolism,SMPDB,2,C00013;C00080,43 (43),0.228,0.798
Glutaric Aciduria Type I,SMPDB,2,C00013;C00080,43 (43),0.228,0.798
Ethylmalonic Encephalopathy,SMPDB,2,C00013;C00080,43 (43),0.228,0.798
Carnitine palmitoyl transferase deficiency (I),SMPDB,2,C00013;C00080,43 (43),0.228,0.798
tRNA modification in the nucleus and cytosol,Reactome,2,C00013;C00026,44 (47),0.236,0.819
Interconversion of nucleotide di- and triphosphates,Wikipathways,2,C00013;C00080,44 (51),0.236,0.819
Synthesis of wybutosine at G37 of tRNA(Phe),Reactome,1,C00026,13 (15),0.241,0.819
tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,HumanCyc,1,C00080,13 (13),0.241,0.819
Synthesis of Lipoxins (LX),Wikipathways,1,C00080,13 (18),0.241,0.819
Glycolysis and Gluconeogenesis,Wikipathways,1,C00074,13 (18),0.241,0.819
Coenzyme A biosynthesis,Reactome,1,C00013,13 (13),0.241,0.819
HIV Infection,Reactome,1,C00013,13 (13),0.241,0.819
Synthesis of 5-eicosatetraenoic acids,Reactome,1,C00080,13 (15),0.241,0.819
Signaling by Insulin receptor,Reactome,1,C00080,13 (13),0.241,0.819
Beta oxidation of myristoyl-CoA to lauroyl-CoA,Reactome,1,C00080,13 (13),0.241,0.819
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA,Reactome,1,C00080,13 (13),0.241,0.819
Beta oxidation of octanoyl-CoA to hexanoyl-CoA,Reactome,1,C00080,13 (13),0.241,0.819
Beta oxidation of hexanoyl-CoA to butanoyl-CoA,Reactome,1,C00080,13 (13),0.241,0.819
Respiratory electron transport,Reactome,1,C00080,13 (15),0.241,0.819
Synthesis of Lipoxins (LX),Reactome,1,C00080,13 (18),0.241,0.819
adenosine nucleotides degradation,HumanCyc,1,C00080,13 (13),0.241,0.819
Amoebiasis - Homo sapiens (human),KEGG,1,C00062,13 (13),0.241,0.819
Phospholipase D signaling pathway - Homo sapiens (human),KEGG,1,C00025,13 (13),0.241,0.819
estradiol biosynthesis I,HumanCyc,1,C00080,13 (13),0.241,0.819
Glucocorticoid biosynthesis,Reactome,1,C00080,13 (14),0.241,0.819
DAG and IP3 signaling,Reactome,1,C00013,13 (13),0.241,0.819
Beta oxidation of palmitoyl-CoA to myristoyl-CoA,Reactome,1,C00080,13 (13),0.241,0.819
Serotonin clearance from the synaptic cleft,Reactome,1,C00080,13 (13),0.241,0.819
Phosphate bond hydrolysis by NUDT proteins,Reactome,1,C00013,13 (24),0.241,0.819
Synthesis of PG,Reactome,1,C00013,13 (13),0.241,0.819
Esomeprazole Action Pathway,SMPDB,1,C00080,13 (13),0.241,0.819
Lansoprazole Action Pathway,SMPDB,1,C00080,13 (13),0.241,0.819
Nizatidine Action Pathway,SMPDB,1,C00080,13 (13),0.241,0.819
Cimetidine Action Pathway,SMPDB,1,C00080,13 (13),0.241,0.819
Ranitidine Action Pathway,SMPDB,1,C00080,13 (13),0.241,0.819
Lamivudine Metabolism Pathway,SMPDB,1,C00013,13 (13),0.241,0.819
Nevirapine Metabolism Pathway,SMPDB,1,C00080,13 (13),0.241,0.819
Metiamide Action Pathway,SMPDB,1,C00080,13 (13),0.241,0.819
Pirenzepine Action Pathway,SMPDB,1,C00080,13 (13),0.241,0.819
mRNA_ protein_ and metabolite inducation pathway by cyclosporin A,Wikipathways,1,C00064,13 (13),0.241,0.819
Import of palmitoyl-CoA into the mitochondrial matrix,Wikipathways,1,C00158,13 (13),0.241,0.819
Choline catabolism,Wikipathways,1,C01026,13 (15),0.241,0.819
Organelle biogenesis and maintenance,Reactome,1,C00153,13 (14),0.241,0.819
Phase II - Conjugation of compounds,Reactome,4,C00064;C00013;C00025;C00080,120 (148),0.244,0.827
Glucuronidation,Wikipathways,1,C00080,14 (14),0.257,0.852
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways,Wikipathways,1,C00334,14 (14),0.257,0.852
Glutathione synthesis and recycling,Reactome,1,C00025,14 (14),0.257,0.852
Sulfide oxidation to sulfate,Reactome,1,C00080,14 (15),0.257,0.852
Import of palmitoyl-CoA into the mitochondrial matrix,Reactome,1,C00158,14 (14),0.257,0.852
Collagen formation,Reactome,1,C00026,14 (14),0.257,0.852
nicotine degradation IV,HumanCyc,1,C00080,14 (28),0.257,0.852
Choline catabolism,Reactome,1,C01026,14 (15),0.257,0.852
Gastric acid secretion - Homo sapiens (human),KEGG,1,C00080,14 (14),0.257,0.852
Mineralocorticoid biosynthesis,Reactome,1,C00080,14 (15),0.257,0.852
RHO GTPases activate PKNs,Reactome,1,C00026,14 (15),0.257,0.852
purine ribonucleosides degradation to ribose-1-phosphate,HumanCyc,1,C00080,14 (15),0.257,0.852
androgen biosynthesis,HumanCyc,1,C00080,14 (15),0.257,0.852
Ion transport by P-type ATPases,Reactome,1,C00080,14 (17),0.257,0.852
2-oxobutanoate degradation,HumanCyc,1,C00080,14 (14),0.257,0.852
Axon guidance,Reactome,1,C00025,14 (15),0.257,0.852
Aquaporin-mediated transport,Reactome,1,C00013,14 (14),0.257,0.852
Pantoprazole Action Pathway,SMPDB,1,C00080,14 (14),0.257,0.852
Rabeprazole Action Pathway,SMPDB,1,C00080,14 (14),0.257,0.852
Omeprazole Action Pathway,SMPDB,1,C00080,14 (14),0.257,0.852
pentose phosphate pathway,HumanCyc,1,C00080,14 (16),0.257,0.852
pyridoxal 5_-phosphate salvage,HumanCyc,1,C00080,14 (14),0.257,0.852
Trans-sulfuration pathway,Wikipathways,1,C00025,14 (14),0.257,0.852
Interferon Signaling,Reactome,1,C00013,14 (15),0.257,0.852
ROS_ RNS production in phagocytes,Wikipathways,1,C00080,14 (19),0.257,0.852
NAD+ metabolism,Wikipathways,1,C00153,14 (14),0.257,0.852
Epigallocatechin-3-O-gallate - Epigallocatechin - Epicatechin breakdown pathway,Wikipathways,1,C11457,14 (15),0.257,0.852
Wax biosynthesis,Wikipathways,1,C00080,14 (15),0.257,0.852
Formation of xylulose-5-phosphate,Wikipathways,1,C00080,14 (16),0.257,0.852
Selenium Micronutrient Network,Wikipathways,3,C00065;C00153;C16241,84 (103),0.259,0.855
tRNA processing,Reactome,2,C00013;C00026,47 (51),0.259,0.858
Galactose metabolism,EHMN,2,C00013;C00080,48 (48),0.267,0.882
Prostaglandin formation from arachidonate,EHMN,2,C00013;C00080,48 (48),0.267,0.882
Propanoate metabolism - Homo sapiens (human),KEGG,2,C02225;C04593,48 (48),0.267,0.882
Biosynthesis of EPA-derived SPMs,Wikipathways,1,C00080,15 (27),0.273,0.886
serotonin degradation,HumanCyc,1,C00080,15 (20),0.273,0.886
Toll-Like Receptors Cascades,Reactome,1,C00080,15 (29),0.273,0.886
Synthesis of 15-eicosatetraenoic acid derivatives,Reactome,1,C00080,15 (16),0.273,0.886
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),Reactome,1,C00080,15 (15),0.273,0.886
Serotonin and melatonin biosynthesis,Reactome,1,C00080,15 (15),0.273,0.886
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA,Reactome,1,C00080,15 (15),0.273,0.886
Chromatin modifying enzymes,Reactome,1,C00026,15 (16),0.273,0.886
tryptophan degradation X (mammalian_ via tryptamine),HumanCyc,1,C00080,15 (15),0.273,0.886
Biosynthesis of EPA-derived SPMs,Reactome,1,C00080,15 (27),0.273,0.886
HIF-1 signaling pathway - Homo sapiens (human),KEGG,1,C00026,15 (15),0.273,0.886
Parkinson disease - Homo sapiens (human),KEGG,1,C00013,15 (15),0.273,0.886
Antigen processing-Cross presentation,Reactome,1,C00080,15 (18),0.273,0.886
Platelet degranulation ,Reactome,1,C00013,15 (15),0.273,0.886
Galactose metabolism,INOH,1,C00013,15 (15),0.273,0.886
Chromatin organization,Reactome,1,C00026,15 (16),0.273,0.886
serotonin and melatonin biosynthesis,HumanCyc,1,C00080,15 (15),0.273,0.886
Sphingolipid pathway,Wikipathways,1,C00065,15 (16),0.273,0.886
Catabolism of glucuronate to xylulose-5-phosphate,Reactome,1,C00080,15 (16),0.273,0.886
Mitotic Prophase,Wikipathways,1,C00026,15 (16),0.273,0.886
Melanin biosynthesis,Wikipathways,1,C00080,15 (23),0.273,0.886
Chromatin organization,Wikipathways,1,C00026,15 (16),0.273,0.886
Visual phototransduction,Reactome,2,C00013;C00080,49 (65),0.275,0.892
Biosynthesis of DHA-derived SPMs,Wikipathways,1,C00080,16 (72),0.288,0.918
Heme Biosynthesis,Wikipathways,1,C00080,16 (16),0.288,0.918
RA biosynthesis pathway,Reactome,1,C00080,16 (17),0.288,0.918
zymosterol biosynthesis,HumanCyc,1,C00080,16 (22),0.288,0.918
inosine-5_-phosphate biosynthesis,HumanCyc,1,C00080,16 (16),0.288,0.918
CYP2E1 reactions,Reactome,1,C00080,16 (19),0.288,0.918
Beta-oxidation of pristanoyl-CoA,Reactome,1,C00080,16 (22),0.288,0.918
Antimicrobial peptides,Reactome,1,C00080,16 (23),0.288,0.918
Abacavir metabolism,Reactome,1,C00080,16 (23),0.288,0.918
Synthesis of bile acids and bile salts via 27-hydroxycholesterol,Reactome,1,C00080,16 (18),0.288,0.918
Sphingolipid signaling pathway - Homo sapiens (human),KEGG,1,C00065,16 (16),0.288,0.918
Peptide hormone metabolism,Reactome,1,C00062,16 (17),0.288,0.918
Mitotic Prophase,Reactome,1,C00026,16 (16),0.288,0.918
Tolerance by Mtb to nitric oxide produced by macrophages,Reactome,1,C00080,16 (22),0.288,0.918
Inactivation_ recovery and regulation of the phototransduction cascade,Reactome,1,C00013,16 (18),0.288,0.918
Porphyrin metabolism,INOH,1,C00080,16 (16),0.288,0.918
Fructose catabolism,Reactome,1,C00080,16 (16),0.288,0.918
Desipramine Action Pathway,SMPDB,1,C00080,16 (16),0.288,0.918
Vitamin B6 (pyridoxine) metabolism,EHMN,1,C00080,16 (16),0.288,0.918
Aflatoxin activation and detoxification,Wikipathways,1,C00080,16 (29),0.288,0.918
VEGFR2 mediated vascular permeability,Reactome,1,C00062,16 (17),0.288,0.918
Kennedy pathway from Sphingolipids,Wikipathways,1,C00065,16 (18),0.288,0.918
Ethanol effects on histone modifications,Wikipathways,1,C00065,16 (21),0.288,0.918
Glycogen metabolism,Wikipathways,1,C00013,16 (16),0.288,0.918
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,Reactome,2,C00013;C00080,51 (51),0.291,0.924
Folate Metabolism,Wikipathways,2,C00065;C00062,51 (66),0.291,0.924
Immune System,Reactome,3,C00013;C00062;C00080,91 (136),0.299,0.949
pyrimidine deoxyribonucleotides biosynthesis from CTP,HumanCyc,1,C00080,17 (17),0.303,0.949
Catecholamine biosynthesis,Reactome,1,C00080,17 (18),0.303,0.949
Abacavir transport and metabolism,Reactome,1,C00080,17 (24),0.303,0.949
Melanin biosynthesis,Reactome,1,C00080,17 (23),0.303,0.949
Vitamin B5 (pantothenate) metabolism,Reactome,1,C00013,17 (17),0.303,0.949
Salivary secretion - Homo sapiens (human),KEGG,1,C00080,17 (17),0.303,0.949
Pancreatic secretion - Homo sapiens (human),KEGG,1,C00080,17 (17),0.303,0.949
Androgen biosynthesis,Reactome,1,C00080,17 (17),0.303,0.949
Response to elevated platelet cytosolic Ca2+,Reactome,1,C00013,17 (17),0.303,0.949
Synthesis of Dolichyl-phosphate,Reactome,1,C00013,17 (18),0.303,0.949
dopamine degradation,HumanCyc,1,C00080,17 (17),0.303,0.949
mevalonate pathway,HumanCyc,1,C00080,17 (17),0.303,0.949
Mitochondrial Electron Transport Chain,SMPDB,1,C00080,17 (17),0.303,0.949
Lidocaine (Local Anaesthetic) Metabolism Pathway,SMPDB,1,C00080,17 (17),0.303,0.949
Thyroxine biosynthesis,Reactome,1,C00080,17 (17),0.303,0.949
Abacavir transport and metabolism,Wikipathways,1,C00080,17 (24),0.303,0.949
Fc epsilon receptor (FCERI) signaling,Wikipathways,1,C00013,17 (17),0.303,0.949
tRNA modification in the nucleus and cytosol,Wikipathways,1,C00013,17 (19),0.303,0.949
Nucleotide Metabolism,Wikipathways,1,C00077,17 (18),0.303,0.949
Antimicrobial peptides,Wikipathways,1,C00080,17 (25),0.303,0.949
Glycogen metabolism,Reactome,1,C00013,17 (17),0.303,0.949
Arachidonic acid metabolism,EHMN,2,C00013;C00080,53 (53),0.307,0.958
Beta-oxidation of very long chain fatty acids,Reactome,1,C00080,18 (26),0.318,0.985
heme biosynthesis,HumanCyc,1,C00080,18 (18),0.318,0.985
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,Reactome,1,C00475,18 (18),0.318,0.985
RAF/MAP kinase cascade,Reactome,1,C00025,18 (18),0.318,0.985
MAPK1/MAPK3 signaling,Reactome,1,C00025,18 (18),0.318,0.985
MAPK family signaling cascades,Reactome,1,C00025,18 (18),0.318,0.985
superpathway of melatonin degradation,HumanCyc,1,C00080,18 (24),0.318,0.985
Synthesis of IP2_ IP_ and Ins in the cytosol,Reactome,1,C00080,18 (18),0.318,0.985
M Phase,Reactome,1,C00026,18 (18),0.318,0.985
superpathway of inositol phosphate compounds,HumanCyc,1,C00080,18 (26),0.318,0.985
Nicotine Metabolism Pathway,SMPDB,1,C00080,18 (21),0.318,0.985
Felbamate Metabolism Pathway,SMPDB,1,C00080,18 (18),0.318,0.985
Bile acid biosynthesis,EHMN,2,C00013;C00080,55 (55),0.322,0.996
Glycosphingolipid metabolism,EHMN,2,C00065;C00080,55 (55),0.322,0.996
Metabolism of RNA,Reactome,2,C00013;C00026,56 (72),0.33,1
MTHFR deficiency,Wikipathways,1,C01026,19 (20),0.333,1
Tamoxifen Metabolism Pathway,SMPDB,1,C00080,19 (20),0.333,1
Glutathione metabolism,Wikipathways,1,C00025,19 (19),0.333,1
purine nucleotides degradation,HumanCyc,1,C00080,19 (19),0.333,1
PLC beta mediated events,Reactome,1,C00013,19 (19),0.333,1
G-protein mediated events,Reactome,1,C00013,19 (19),0.333,1
The phototransduction cascade,Reactome,1,C00013,19 (21),0.333,1
GLUT-1 deficiency syndrome,SMPDB,1,C00013,19 (19),0.333,1
Tamoxifen Action Pathway,SMPDB,1,C00080,19 (20),0.333,1
Congenital disorder of glycosylation CDG-IId,SMPDB,1,C00013,19 (19),0.333,1
Lactose Synthesis,SMPDB,1,C00013,19 (19),0.333,1
Riboflavin Metabolism,SMPDB,1,C00013,19 (19),0.333,1
Butyrate Metabolism,SMPDB,1,C00013,19 (19),0.333,1
Metabolism of folate and pterines,Wikipathways,1,C00080,19 (26),0.333,1
Ion channel transport,Wikipathways,1,C00080,19 (23),0.333,1
Phosphonate and phosphinate metabolism - Homo sapiens (human),KEGG,2,C00074;C02798,57 (57),0.338,1
Mitochondrial Fatty Acid Beta-Oxidation,Reactome,2,C00013;C00080,58 (66),0.345,1
Ion channel transport,Reactome,1,C00080,20 (24),0.347,1
noradrenaline and adrenaline degradation,HumanCyc,1,C00080,20 (20),0.347,1
Riboflavin metabolism - Homo sapiens (human),KEGG,1,C01727,20 (20),0.347,1
Synthesis of PE,Reactome,1,C00013,20 (21),0.347,1
PIP3 activates AKT signaling,Reactome,1,C00153,20 (22),0.347,1
Phenytoin (Antiarrhythmic) Action Pathway,SMPDB,1,C00080,20 (21),0.347,1
Galactosemia III,SMPDB,1,C00013,20 (20),0.347,1
Galactosemia II (GALK),SMPDB,1,C00013,20 (20),0.347,1
Imipramine Action Pathway,SMPDB,1,C00080,20 (20),0.347,1
Nucleotide Sugars Metabolism,SMPDB,1,C00013,20 (20),0.347,1
Respiratory electron transport_ ATP synthesis by chemiosmotic coupling_ and heat production by uncoupling proteins.,Wikipathways,1,C00080,20 (22),0.347,1
Fructose metabolism,Wikipathways,1,C00080,20 (20),0.347,1
De novo fatty acid biosynthesis,EHMN,2,C00013;C00080,59 (59),0.353,1
Mitochondrial Fatty Acid Beta-Oxidation,Wikipathways,2,C00013;C00080,59 (67),0.353,1
Detoxification of Reactive Oxygen Species,Reactome,1,C00080,21 (24),0.36,1
Fructose metabolism,Reactome,1,C00080,21 (21),0.36,1
Respiratory electron transport_ ATP synthesis by chemiosmotic coupling_ and heat production by uncoupling proteins.,Reactome,1,C00080,21 (23),0.36,1
The canonical retinoid cycle in rods (twilight vision),Reactome,1,C00080,21 (33),0.36,1
Pantothenate and CoA Biosynthesis,SMPDB,1,C00013,21 (21),0.36,1
TP53 Regulates Metabolic Genes,Wikipathways,1,C00080,21 (25),0.36,1
C-type lectin receptors (CLRs),Wikipathways,1,C00013,21 (23),0.36,1
fatty acid &beta;-oxidation,HumanCyc,2,C00013;C00080,60 (84),0.361,1
Bile acid and bile salt metabolism,Wikipathways,2,C00013;C00080,60 (76),0.361,1
Synthesis of bile acids and bile salts,Reactome,2,C00013;C00080,61 (75),0.368,1
fatty acid &beta;-oxidation (peroxisome),HumanCyc,2,C00013;C00080,61 (85),0.368,1
Tetrahydrobiopterin (BH4) synthesis_ recycling_ salvage and regulation,Wikipathways,1,C00080,22 (27),0.374,1
Cytokine Signaling in Immune system,Reactome,1,C00013,22 (27),0.374,1
Linoleic acid (LA) metabolism,Reactome,1,C00013,22 (24),0.374,1
fatty acid activation,HumanCyc,1,C00013,22 (38),0.374,1
Sulfate/Sulfite Metabolism,SMPDB,1,C00013,22 (22),0.374,1
Gamma-glutamyl-transpeptidase deficiency,SMPDB,1,C00025,22 (22),0.374,1
5-oxoprolinase deficiency,SMPDB,1,C00025,22 (22),0.374,1
Sulfite oxidase deficiency,SMPDB,1,C00013,22 (22),0.374,1
Gamma-Glutamyltransferase Deficiency,SMPDB,1,C00025,22 (22),0.374,1
Glutathione Metabolism,SMPDB,1,C00025,22 (22),0.374,1
Ifosfamide Action Pathway,SMPDB,1,C00080,22 (22),0.374,1
Glutathione Synthetase Deficiency,SMPDB,1,C00025,22 (22),0.374,1
Ifosfamide Metabolism Pathway,SMPDB,1,C00080,22 (22),0.374,1
5-Oxoprolinuria,SMPDB,1,C00025,22 (22),0.374,1
Opioid Signalling,Wikipathways,1,C00013,22 (22),0.374,1
Synthesis of PC,Reactome,1,C00013,23 (28),0.387,1
Pyrimidine salvage,Reactome,1,C00475,23 (23),0.387,1
Butanoate metabolism,INOH,1,C00013,23 (23),0.387,1
retinol biosynthesis,HumanCyc,1,C00080,23 (37),0.387,1
Cyclophosphamide Action Pathway,SMPDB,1,C00080,23 (23),0.387,1
Cyclophosphamide Metabolism Pathway,SMPDB,1,C00080,23 (23),0.387,1
Glycosphingolipid biosynthesis - globoseries,EHMN,1,C00080,23 (23),0.387,1
Metabolism of nitric oxide,Wikipathways,1,C00080,23 (26),0.387,1
Detoxification of Reactive Oxygen Species,Wikipathways,1,C00080,23 (26),0.387,1
Thermogenesis,Wikipathways,1,C00080,24 (25),0.4,1
Synthesis of PA,Reactome,1,C00080,24 (26),0.4,1
Signaling by WNT,Reactome,1,C00153,24 (25),0.4,1
Recycling of bile acids and salts,Reactome,1,C00013,24 (24),0.4,1
Regulation of insulin secretion,Reactome,1,C00013,24 (25),0.4,1
Tetrahydrobiopterin (BH4) synthesis_ recycling_ salvage and regulation,Reactome,1,C00080,24 (27),0.4,1
Neurotransmitter clearance,Reactome,1,C00080,24 (24),0.4,1
Opioid Signalling,Reactome,1,C00013,24 (24),0.4,1
Glycolysis,SMPDB,1,C00074,24 (24),0.4,1
Glycogenosis_ Type VII. Tarui disease,SMPDB,1,C00074,24 (24),0.4,1
Fanconi-bickel syndrome,SMPDB,1,C00074,24 (24),0.4,1
